country,state,city,shape,duration_hours,duration_minutes,duration_seconds,comments,date_posted,latitude,longitude,date,time
au,New South Wales,sydney (nsw&#44 australia),cigar,0.083333333,5.0,300.0,Above Sydney Harbour bridge&#44 2 pics taken 5 minutes apart during motorcycle film shoot. 5 megapixel Digital camera&#44 UFO only noted some,12/02/2004,-33.861481,151.205475,24/12/2003,22:00:00
au,New South Wales,bowral (nsw&#44 australia),light,0.033333333,2.0,120.0,two lights that crossed over each other in the sky then they disapared.,17/01/2004,-34.477501,150.420395,24/12/2003,23:30:00
au,South Australia,adelaide (south australia),light,0.05,3.0,180.0,3 orange dots in triangle formation &#44followed by another three 30 seconds later .seen by seven adults,14/05/2002,-34.928661,138.598633,25/12/2001,20:00:00
au,Victoria,wangaratta (australia),light,0.016666667,1.0,60.0,Three in formation,4/03/2008,-36.358459,146.320557,25/12/2007,0:00:00
au,Queensland,maroochydore (queensland) (australia),diamond,0.083333333,5.0,300.0,At first I saw these two bright lights come up over the horizon from behind my house roof. I shouted out to my partner to come check it,5/01/2011,-26.66008,153.099533,25/12/2010,21:45:00
au,Queensland,toowoomba  (australia),circle,2.0,120.0,7200.0,Blue pulsing light,6/06/2000,-27.56056,151.953857,26/12/1999,23:00:00
au,New South Wales,sydney (australia),other,0.166666667,10.0,600.0,black dot doing circles then flying at speed out of sight.,10/01/2014,-33.861481,151.205475,26/12/2013,19:00:00
au,New South Wales,sydney (australia),diamond,0.166666667,10.0,600.0,4 people saw 2 massive&#44 purple diamond lights in the sky.,15/05/2006,-33.861481,151.205475,29/12/2004,22:00:00
au,Queensland,brisbane (queensland&#44 australia),light,1.5,90.0,5400.0,Object moving at impossible speed and coming to a dead stop while two other objects are also seen.,14/02/2006,-27.47101,153.024292,29/12/2005,22:30:00
au,Queensland,hervey bay (australia),fireball,0.016666667,1.0,60.0,slowly moving light that flared to 4 times its size then slowly dimmed down and dissapeared&#44 travelling a total distance of approx 20 m,1/02/2007,-25.285,152.873,29/12/2006,20:00:00
au,Western Australia,albany (western australia),circle,0.0,0.0,0.0,Unidentified object at Albany (Australia) on 12/30/04,27/01/2005,-35.003101,117.865952,30/12/2004,0:00:00
au,Victoria,melbourne (australia),disk,0.25,15.0,900.0,12/30/05 silver object  hovering for 15 mins,14/02/2006,-37.813938,144.963425,30/12/2005,13:25:00
au,Queensland,gold coast (qld&#44 australia),light,0.016666667,1.0,60.0,australia newyears eve &#44  three brights stars spinning in the night sky above the goldcoast &#44 ufos wanted join the celebration,11/07/2000,-28.00029,153.430878,31/12/1999,23:50:00
au,New South Wales,sydney (nsw&#44 australia),light,0.05,3.0,180.0,there were 3 of them &#44 maybe more but they were there and observing EVERYTHING.,16/03/2001,-33.861481,151.205475,31/12/1999,23:59:00
au,Victoria,melbourne (australia),fireball,0.05,3.0,180.0,We witnessed a large star like object glowing bright red/orange.  It was moving in all directions while kind of just hovering.,10/01/2014,-37.813938,144.963425,31/12/2013,23:30:00
au,Victoria,melbourne (vic&#44 australia),light,0.75,45.0,2700.0,WHILE STANDING IN MY BACK YARD THIS EVENING&#44 I OBSERVED WHAT APPEARED TO BE A PRETTY STANDARD LOOKING SATELLITE&#44 WHICH ARE OFTEN SEEN H,29/01/2002,-37.813938,144.963425,23/01/2002,21:50:00
au,New South Wales,sydney (nsw&#44 australia),unknown,0.016666667,1.0,60.0,Unidentified Explosion,9/12/2003,-33.861481,151.205475,4/12/2003,3:00:00
au,Victoria,geelong (australia),light,0.083333333,5.0,300.0,3 Lights in Triangular Formation Moving Accross The Sky  ((NUFORC Note:  U. S. Navy &quot;NOSS&quot; satellites??  PD)),14/12/2004,-38.153461,144.358093,4/12/2004,23:00:00
au,Victoria,murtoa (australia),light,0.000277778,0.016666667,1.0,Firework like light with no sound.,16/12/2005,-36.62009,142.466766,4/12/2005,1:30:00
au,Western Australia,broome (australia),circle,0.0,0.0,0.0,Interested in what this might be. Originally thought it an aircraft landing at Broome airport but it stayed in same position for 30 min,5/12/2013,-17.955379,122.23922,5/12/2013,20:30:00
au,Western Australia,perth (australia),fireball,0.0125,0.75,45.0,Bright Star like object about 45 seconds in Perth WA near the southern cross.,4/02/2013,-31.95224,115.861397,25/01/2013,22:53:00
au,New South Wales,newcastle (australia),circle,0.083333333,5.0,300.0,stop up hill in car take photo of car and this was on film zoomed in on computer 19 years later and seen this looks like ufo over car w,30/10/2006,-32.927792,151.784485,6/12/1987,2:00:00
au,New South Wales,sydney (nsw&#44 australia),cigar,0.05,3.0,180.0,UFO Encounter Close 26th January 1988  Pre Olympic Site Sydney 2000 .,27/04/2004,-33.861481,151.205475,26/01/1988,23:00:00
au,New South Wales,sydney (nsw&#44 australia),oval,0.083333333,5.0,300.0,2 silvery metallic objects seen over sydney australia,23/06/2004,-33.861481,151.205475,26/01/2002,14:00:00
au,Victoria,richmond (australia),unknown,0.166666667,10.0,600.0,Bright lights and shaking New South Wales Australia 6th December 2004,14/12/2004,-37.833333,145.0,6/12/2004,4:00:00
au,New South Wales,sydney (nsw&#44 australia),changing,0.005555556,0.333333333,20.0,it was very big.  the craft flew across the sky very quickly.  it changed shapes a few times.  it was red and then green.,24/02/2001,-33.861481,151.205475,7/12/2000,12:45:00
au,Western Australia,perth (western australia),rectangle,0.166666667,10.0,600.0,craft sucks water out of pool in australia,9/12/2000,-31.95224,115.861397,7/12/2000,22:30:00
au,Queensland,cairns (qld&#44 australia),unknown,0.083333333,5.0,300.0,Red Star like object that changes color flies at intense high speed in zigzag direction and circular motion.,9/12/2003,-16.92304,145.766251,7/12/2003,21:00:00
au,Queensland,noosa (queensland&#44 australia),teardrop,0.000555556,0.033333333,2.0,Green Object streaks across the sky while jet fighter crashes in ocean...,14/02/2006,-26.394329,153.090103,28/01/2006,20:50:00
au,Victoria,melbourne (australia),formation,0.008333333,0.5,30.0,in Australia Melbourne a triangular shaped sped in a large cirlce disapeared reapeared where i last saw it the vanished,8/02/2011,-37.813938,144.963425,31/01/2011,0:30:00
au,South Australia,semaphore (australia),formation,1.0,60.0,3600.0,my self and my family were at the beach as the night was getting more along i started to do as i have done for yrs star gaze after an h,7/02/2014,-34.833333,138.483333,31/01/2014,22:00:00
au,Victoria,keysborough (vic&#44 australia),light,0.016666667,1.0,60.0,red lights bigger than a plane irregular flight patterns travelling sw to ne flying low but not lower enough to get a good description,7/03/1998,-38.016667,145.166667,3/01/1998,23:30:00
au,New South Wales,gosford (australia),light,0.75,45.0,2700.0,3 lighted aircraft.. move about 3km from West to East  from about 30sec to 1 minute.,9/04/2004,-33.4244,151.343994,4/01/2004,20:44:00
au,New South Wales,woy woy (australia),disk,0.083333333,5.0,300.0,Repeated sightings of similar UFO&#39s over a period of years always landing at one sight.,11/05/2005,-33.484329,151.324707,7/01/1967,21:30:00
au,Victoria,melbourne (100 mi. south of) (vic&#44 australia),disk,0.0,0.0,0.0,&#39Fflying saucer&#39 shaped craft sighted over farm&#44 with occupant emerging&#44 flying to ground and &#39freezing&#39 witness,2/03/2004,-37.813938,144.963425,7/01/1974,19:45:00
au,South Australia,stansbury (south australia),rectangle,0.05,3.0,180.0,It was a clear night&#44 two people witnessed the sighting&#44no other aircraft were in the vicinity&#44the size was stunning.,22/02/2002,-34.911079,137.799026,7/01/1976,23:00:00
au,New South Wales,sydney (australia),unknown,0.000277778,0.016666667,1.0,Fleet of objects in Sydney Australia,16/07/2006,-33.861481,151.205475,7/01/2006,15:30:00
au,Northern Territory,darwin (australia),light,0.2,12.0,720.0,2 Bright orange lights moving and hovering over northern suburbs of Darwin NT Australia.,16/07/2006,-12.45722,130.836639,7/01/2006,21:04:00
au,New South Wales,sydney (baulkham hills) (australia),cigar,0.016666667,1.0,60.0,Black cigar shape object get it&#39s photo and it dissapers.,1/02/2007,-33.861481,151.205475,7/01/2007,19:40:00
au,Northern Territory,darwin (nt&#44 australia),fireball,0.0,0.0,0.0,very bright orange light travelling slowly,22/01/2000,-12.45722,130.836639,8/01/2000,2:20:00
au,Queensland,bundaberg (australia),light,0.166666667,10.0,600.0,fast hovering lights on the beach,8/10/2007,-24.866211,152.3479,8/01/2004,20:00:00
au,Victoria,melbourne (vic&#44 australia),triangle,0.001388889,0.083333333,5.0,UFO type object sighting report - Approx 1 Sep 1999 Like a huge metor type object firey blue/white/yellow with yellow/white tail,12/09/1999,-37.813938,144.963425,9/01/1999,21:20:00
au,Victoria,melbourne (vic&#44 australia),disk,0.016666667,1.0,60.0,A classic UFO seen in central Melbourne&#44 hovering at biulding level the windows and other features were visable.,19/03/2002,-37.813938,144.963425,9/01/2002,0:30:00
au,New South Wales,mittagong (australia),triangle,0.006944444,0.416666667,25.0,appeared frist as constellation&#44 then moved quickly accross the sky.,3/06/2003,-34.45002,150.445724,9/01/2003,2:34:00
au,Northern Territory,alice springs  (nt&#44 australia),other,0.001388889,0.083333333,5.0,A humanoid dwarf/troll/grey alien type thing walked up the steps of a pasta restataunt I was in and stared at me.,17/11/1999,-23.697479,133.883621,10/02/1996,11:00:00
au,Northern Territory,alice springs  (nt&#44 australia),disk,0.0,0.0,0.0,i am only 16 but i am into ufo aircraft&#44 so me and a few freiends went out bush to look through the teliscope&#44 we were out for a whilew,12/02/2004,-23.697479,133.883621,10/02/2004,22:14:00
au,Australian Capital Territory,canberra (australia),formation,0.008333333,0.5,30.0,3 bright white circular objects flying in triangle shaped formation&#44 no sound and identification possible.,3/06/2003,-35.27603,149.13435,11/02/2003,23:45:00
au,Queensland,brisbane (australia),light,0.083333333,5.0,300.0,Bright white object doing unatural manouvres,19/03/2009,-27.47101,153.024292,11/02/2009,14:20:00
au,New South Wales,sydney (australia),rectangle,0.0,0.0,0.0,I was picked up examined and let go,8/10/2007,-33.861481,151.205475,1/02/1976,21:00:00
au,Western Australia,perth (western australia),sphere,0.033333333,2.0,120.0,Bright orange glow. Stationary.,28/01/1999,-31.95224,115.861397,1/02/1978,21:00:00
au,Victoria,melbourne (australia),unknown,0.033333333,2.0,120.0,Me and my friend were playing basketball in the backyard when my mate said &#39Whats That?&quot; I looked around to see a glowing light in the,14/02/2006,-37.813938,144.963425,1/02/2004,7:33:00
au,Western Australia,perth (australia),disk,1.0,60.0,3600.0,it was scary,11/03/2006,-31.95224,115.861397,12/02/2006,0:00:00
au,Western Australia,mandurah (east of) (western australia),circle,0.0,0.0,0.0,Large half circular object with small orange dotted lights at the straight ends of the half circle&#44other small white and coloured light,24/02/2007,-32.526901,115.721703,12/02/2007,2:18:00
au,New South Wales,sydney (australia),cigar,0.033333333,2.0,120.0,((HOAX))  Five to six craft spotted flyinfg over outskirts of Sydney Australia.  ((NUFORC Note:  Student report.  PD)),4/03/2008,-33.861481,151.205475,12/02/2007,21:00:00
au,Western Australia,esperance (australia),unknown,0.0,0.0,0.0,It was Febuary 2012 at roses beach road and I saw the big shining light and a being in the bush&#33,3/07/2013,-33.86013,121.882591,12/02/2012,20:30:00
au,Queensland,currumbin (australia),cylinder,0.05,3.0,180.0,best footage i have ever seen,11/05/2005,-28.133333,153.466667,15/02/2001,12:00:00
au,Victoria,bendigo (australia),light,0.002777778,0.166666667,10.0,A Bright star-like light moved in an arc across the sky and grew fainter as I watched. Duration 5-10 seconds,22/04/2003,-36.758179,144.280243,15/02/2003,3:45:00
au,South Australia,adelaide  (south australia),other,0.004166667,0.25,15.0,TWO VERY LARGE  FLYING WINGS FLYING FROM WEST TO EAST,22/02/2005,-34.928661,138.598633,15/02/2005,23:00:00
au,Victoria,melbourne (vic&#44 australia),other,0.000138889,0.008333333,0.5,BRIGHT FLASH IN NORTHERN SKY FOLLOWED BY DISTANT THUD MELBOURNE AUSTRALIA 18 Feb 1997  12:50am Eastern Std TimePossible UFO crash ?,7/03/1998,-37.813938,144.963425,18/02/1997,0:50:00
au,New South Wales,newcastle (australia),light,0.000555556,0.033333333,2.0,Green orb on a fast perfectly vertical descent.,28/02/2013,-32.927792,151.784485,18/02/2013,6:02:00
au,Western Australia,perth (australia),light,0.0,0.0,0.0,We saw a light by the dark-side of the moon and by 22:00 it has past to the other side of the moon.,18/02/2013,-31.95224,115.861397,18/02/2013,18:00:00
au,South Australia,adelaide  (south australia),light,0.083333333,5.0,300.0,Red flare looking beam,12/12/2009,-34.928661,138.598633,19/02/2009,0:30:00
au,Victoria,melbourne (vic&#44 australia),disk,0.133333333,8.0,480.0,over the nullabour australia,5/08/2001,-37.813938,144.963425,20/02/1993,20:00:00
au,South Australia,adelaide (australia),cylinder,0.025,1.5,90.0,Small cylinder craft spinning around&#44 lights beaming off it&#44 small objects flew from the craft and fell somewhere&#33,4/09/2003,-34.928661,138.598633,2/02/2003,2:00:00
au,Victoria,melbourne (vic&#44 australia),disk,0.05,3.0,180.0,3 big white disks&#44 shot into the sky and out of sight within 4-5 second when I approached.,12/02/2004,-37.813938,144.963425,2/02/2004,18:30:00
au,Victoria,ballarat (australia),unknown,0.033333333,2.0,120.0,many years ago my brother and i heard a &#39whirling&#39 loud sound maybe 10&#39 above our heads one early morning but could&#39nt see anythingt,12/06/2002,-37.56266,143.862579,23/02/1975,5:00:00
au,New South Wales,coffs harbour (australia),light,0.066666667,4.0,240.0,Two Strange Bright Lights&#44 Change Shape on Departure from Atmosphere,24/02/2007,-30.296261,153.11351,24/02/2007,10:30:00
au,Australian Capital Territory,canberra (australia),circle,0.333333333,20.0,1200.0,((HOAX))  about 5 pm a round silver shaped ufo about 6 feet across at 5000 feet went in a drifting zig zag direction from w to e.,4/03/2008,-35.27603,149.13435,25/02/2008,17:00:00
au,Victoria,maryborough (queensland) (australia),circle,0.083333333,5.0,300.0,Orange round glowing shapes that moved,10/03/2011,-37.04562,143.739227,25/02/2011,20:28:00
au,Western Australia,perth (port kennedy) (australia),light,0.083333333,5.0,300.0,Bright fast moving lights in sand dunes / bush land of Port Kennedy Western Australia.,27/02/2014,-31.95224,115.861397,25/02/2014,21:00:00
au,Western Australia,dunsborough (western australia),flash,1.0,60.0,3600.0,Several flashes from a stationary point source of light  in the night sky seen over a period of time.,11/03/2003,-33.583333,115.083333,26/02/2003,21:30:00
au,New South Wales,berkeley vale (australia),light,0.002777778,0.166666667,10.0,A light appeared into view of my Handy Cam then dissappeared the same way as it came into view.,15/05/2006,-33.35,151.433333,26/02/2006,4:40:00
au,Western Australia,perth (western australia),unknown,0.004166667,0.25,15.0,OK&#44 I saw a flashing at very high altitude with a faint red light moving with it.,27/02/2000,-31.95224,115.861397,27/02/2000,20:40:00
au,Western Australia,werribee (victoria) (australia),rectangle,0.006944444,0.416666667,25.0,Heard a helicopter sound went outside and the sound stopped. Saw a rectangular object moving west to east at 50 km ph. It was at stone,30/08/2013,-31.766667,116.35,28/02/2012,17:00:00
au,New South Wales,katoomba (australia),cone,0.05,3.0,180.0,Bright green cone shaped vibrating object.,18/02/2013,-33.713032,150.311737,3/02/2013,4:30:00
au,Victoria,hoppers crossing (australia),oval,0.166666667,10.0,600.0,three u.f.o in triangular formation 500m apart moving slowly sidewards then rapidly then 90deg upward and gone,20/11/2001,-37.869,144.693,5/02/1972,19:00:00
au,Victoria,geelong (vic&#44 australia),teardrop,0.2,12.0,720.0,Looks like a sieve&#44 with blue light luminating from the cracks. Shaped like a teardrop.,21/03/2003,-38.153461,144.358093,6/02/2003,6:45:00
au,Victoria,shepparton (vic&#44 australia),other,0.002777778,0.166666667,10.0,3 box shaped object appeared for about 10 seconds and then disappeared as if they teleported,7/03/2000,-36.38047,145.398666,7/02/2000,11:00:00
au,Queensland,brisbane (qld&#44 australia),triangle,0.016666667,1.0,60.0,Three circular lights in a perfectly formed triangular shape moved accross the sky at high speed before stopping and changing direction,21/03/2003,-27.47101,153.024292,7/02/2003,22:45:00
au,Victoria,melbourne (australia),triangle,0.083333333,5.0,300.0,a non moving non flashing light in the sky,6/07/2010,-37.813938,144.963425,7/02/2010,5:52:00
au,New South Wales,sydney (australia),egg,0.5,30.0,1800.0,The object was oval and traveled slowly,15/05/2013,-33.861481,151.205475,10/03/2013,17:00:00
au,New South Wales,broken hill (australia),light,0.083333333,5.0,300.0,bright light it travelled in one direction &#44 and changed suddenly  to another then vanished but it could be just made out,21/03/2003,-31.961729,141.459976,12/03/2003,20:21:00
au,New South Wales,sydney (australia),light,0.002777778,0.166666667,10.0,bright light moving slowly than shoots of in opposite direction at astonishing speed.,16/07/2006,-33.861481,151.205475,13/03/2006,23:37:00
au,Western Australia,perth (western australia),disk,0.083333333,5.0,300.0,v formation from hill hovered flew away,17/03/2004,-31.95224,115.861397,14/03/2004,12:24:00
au,Victoria,meredith (australia),disk,0.166666667,10.0,600.0,I was driving down a long stretch of country road heading home from shopping&#44 when my son said&quot;look mum&#44 whats that in the paddock&#33 I t,14/02/2006,-37.84539,144.077377,14/03/2005,15:45:00
au,Victoria,meredith (australia),disk,0.166666667,10.0,600.0,I&#39m just letting you know i when i pulled over i drew the ufo i saw. So if you&#39d like it just let me know how i can get it to you&#44 Your,14/02/2006,-37.84539,144.077377,14/03/2005,15:45:00
au,Queensland,gympie (australia),triangle,0.005555556,0.333333333,20.0,Early morning travel with three blue triangles.,4/09/2003,-26.189159,152.658188,15/03/1998,8:00:00
au,New South Wales,penrith  (australia),other,0.083333333,5.0,300.0,An objected flew up fast&#44 darted from place to place(whith no lights on) then turned on a orange and blue light&#44 flew over me &#44no sound,28/04/2001,-33.75,150.7,15/03/2001,8:10:00
au,Victoria,melton  (australia),oval,0.116666667,7.0,420.0,I saw something that i know cound not be man built and not possible to do what it did,5/08/2001,-37.683392,144.585434,15/03/2001,20:00:00
au,Victoria,melbourne (vic&#44 australia),teardrop,0.25,15.0,900.0,Tear drop shiny object over Melbourne,17/03/2004,-37.813938,144.963425,15/03/2002,13:00:00
au,Queensland,brisbane (qld&#44 australia),fireball,0.5,30.0,1800.0,Silvery fireball with tail&#44 moving vey slowly toward western horizon&#44 visible for approx. 30 mins. at sundown&#44 Brisbane&#44Australia&#44 2003,28/08/2003,-27.47101,153.024292,15/03/2003,18:00:00
au,South Australia,adelaide  (south australia),formation,3.0,180.0,10800.0,ive got three different cases to report.The first involved 2 silver craft that were so high up one had to strain their eyes to see,15/05/2006,-34.928661,138.598633,15/03/2004,20:00:00
au,New South Wales,sydney (australia),oval,0.116666667,7.0,420.0,((HOAX??))  It looked like a saucer.,31/03/2008,-33.861481,151.205475,16/03/2007,22:15:00
au,New South Wales,sydney (australia),sphere,0.008333333,0.5,30.0,a light stopped&#44swing around in a semi circle&#44stopped&#44 did a right angle turn and continued&#44 then went out.,31/03/2008,-33.861481,151.205475,16/03/2008,20:00:00
au,Western Australia,armadale (australia),light,0.001388889,0.083333333,5.0,UFO in Armadale Western Australia&#44 the sighting was around about 10:30ish at night&#44 the date was 03/16/13.,15/05/2013,-32.15,116.0,16/03/2013,22:30:00
au,Western Australia,perth (western australia),rectangle,0.116666667,7.0,420.0,Large rectangular object with large lights on the bottom at each point very faintly illuminating dark interior.  Silent slow moving and,21/03/2014,-31.95224,115.861397,16/03/2014,1:00:00
au,Queensland,brisbane (australia),circle,0.008333333,0.5,30.0,White beam of light in sky with circular object beneath that disappears into the beam at lightening speed,18/03/2014,-27.47101,153.024292,17/03/2014,21:20:00
au,Victoria,melbourne (vic&#44 australia),triangle,0.05,3.0,180.0,Extremely high&#44barely visible&#44sudden change of direction&#44 change of light colour from white to amber.,23/03/2004,-37.813938,144.963425,18/03/2004,16:15:00
au,Tasmania,george town (australia),circle,0.133333333,8.0,480.0,Green circular light flying down the river&#44 but it was dead silent and un-explained.,23/03/2011,-41.105591,146.826065,18/03/2011,20:13:00
au,Australian Capital Territory,canberra (australia),cigar,0.005555556,0.333333333,20.0,A cigar shaped Ufo flew over my school with 5 witnesses and then it zoomed off,21/03/2003,-35.27603,149.13435,19/03/2003,8:50:00
au,South Australia,adelaide (australia),unknown,0.000277778,0.016666667,1.0,03/19/2014 sighting:  Flash of light&#44 luminating the street&#44 followed by a streak moving in a southerly direction like a shooting star.,18/03/2014,-34.928661,138.598633,19/03/2014,1:49:00
au,Western Australia,palgarup (australia),disk,0.025,1.5,90.0,A daylight sighting from 250 metres,19/03/2002,-34.2,116.166667,20/03/1974,15:30:00
au,New South Wales,sydney (nsw&#44 australia),circle,0.001388889,0.083333333,5.0,Green Ball travelling E to  W 1&#44500  altitude. Entered cloud&#44 changed direction.,1/07/2002,-33.861481,151.205475,20/03/1979,22:45:00
au,Western Australia,perth (australia),light,3.0,180.0,10800.0,Constant visitor.,18/03/2014,-31.95224,115.861397,2/04/2014,0:00:00
au,Queensland,gold coast (australia),fireball,0.033333333,2.0,120.0,2 UFO&#39s sighted abover chevron island Goldcoast Queensland Australia  500 Lights On Object0: Yes,14/04/2009,-28.00029,153.430878,22/03/2009,1:22:00
au,New South Wales,tathra (australia),triangle,0.001388889,0.083333333,5.0,kinda confused&#44 not sure what this was,13/05/2003,-36.731258,149.983276,24/03/2003,21:00:00
au,Victoria,melbourne (vic&#44 australia),triangle,0.333333333,20.0,1200.0,3 green lights in a triangular formation.,16/04/2005,-37.813938,144.963425,25/03/2005,0:00:00
au,Victoria,melbourne (vic&#44 australia),triangle,0.0,0.0,0.0,Three Green Lights.,11/05/2005,-37.813938,144.963425,25/03/2005,0:02:00
au,Victoria,bendigo (victoria) (australia),light,0.1,6.0,360.0,5 bright orange lights over Bendigo victoria Australia.,18/04/2012,-36.758179,144.280243,25/03/2012,0:00:00
au,New South Wales,sydney (australia),light,0.000833333,0.05,3.0,Two faded&#44 glowing lights buzzing about frantically at exceptional speed above the Sydney Opera House,15/05/2006,-33.861481,151.205475,27/03/2006,22:30:00
au,Victoria,melbourne (australia),triangle,0.05,3.0,180.0,Set in the northern sky was a precise grouping of arrow shaped star like lights with a tail that fanned out at the end of the shaft.,4/04/2014,-37.813938,144.963425,27/03/2014,20:45:00
au,Western Australia,perth (australia),oval,0.083333333,5.0,300.0,Large orange object possibly 50+ Metres across,31/10/2008,-31.95224,115.861397,30/03/2006,1:00:00
au,New South Wales,sydney (australia),egg,0.083333333,5.0,300.0,Taken of Warriewood Beach Sydney whilst taking photos of a sunrise,13/04/2010,-33.861481,151.205475,30/03/2008,6:01:00
au,New South Wales,sydney (australia),fireball,0.002777778,0.166666667,10.0,Before dark yesterday a huge bright golden light was seen&#44 before it exploded and shot off on a right hand downward trajectory.,27/04/2007,-33.861481,151.205475,31/03/2007,18:30:00
au,Australian Capital Territory,canberra (australia),diamond,0.25,15.0,900.0,Star like object that changed colours and seemed to have a beaming light underneath,15/05/2006,-35.27603,149.13435,3/03/2006,3:00:00
au,Australian Capital Territory,canberra (australia),circle,0.133333333,8.0,480.0,Object stops still in the sky&#44 changes trajectory and flies back in the opposite direction only to disappear.,11/05/2005,-35.27603,149.13435,4/03/2005,20:25:00
au,New South Wales,sydney (west) (nsw&#44 australia),flash,0.000555556,0.033333333,2.0,bright orange moving flash???,11/05/2005,-33.861481,151.205475,4/03/2005,22:00:00
au,Queensland,gold coast (australia),light,0.000833333,0.05,3.0,It was a very stormy night with alot of rain.  It was one of the worst storms seem in the Gold Coast Queensland Australia in a long tim,15/05/2006,-28.00029,153.430878,5/03/2004,22:30:00
au,Queensland,gold coast (qld&#44 australia),light,0.083333333,5.0,300.0,Moving very slow and then very fast&#44 traveling around planets and then speeding up.,11/05/2005,-28.00029,153.430878,5/03/2005,20:00:00
au,Victoria,melbourne (vic&#44 australia),diamond,0.5,30.0,1800.0,The object my cousin and i saw was hexaganal in shape&#44orange in colour&#44hovering low and  at a slow velocity. It appeared to be about a,20/12/2000,-37.813938,144.963425,6/03/1975,2:00:00
au,South Australia,adelaide (aldinga beach) (south australia),cigar,0.0,0.0,0.0,This photo was taken by a friend and the object was not seen when the photo was taken but I noticed it when the film was developed.....,26/04/1999,-34.928661,138.598633,6/03/1999,17:30:00
au,New South Wales,forbes (32km outside of) (nsw&#44 australia),triangle,0.05,3.0,180.0,A flash of light appeared in the sky as if it had  sped from a distant place&#44 before I could get closer it had disappeared but it left,5/08/2001,-33.384361,148.007599,6/03/2000,22:00:00
au,New South Wales,sydney (nsw&#44 australia),light,0.083333333,5.0,300.0,blue lights making sounds like beez,24/05/2005,-33.861481,151.205475,6/03/2002,2:40:00
au,New South Wales,goulburn (australia),oval,0.166666667,10.0,600.0,Vertical oval-shaped object seen in skies over Goulburn&#44 Australia&#44 disappeared in orange sparks&#44 before becoming a star.,11/05/2005,-34.751549,149.720856,7/03/2005,19:30:00
au,Queensland,glenden (australia),unknown,0.166666667,10.0,600.0,Bright lights in the night sky for 10-15mins,8/03/2007,-21.354429,148.114944,7/03/2007,22:20:00
au,New South Wales,sydney (australia),light,0.002777778,0.166666667,10.0,Brightest star traveling in the sky before turning red and blinks out.,15/05/2013,-33.861481,151.205475,7/03/2013,20:25:00
au,Victoria,belmont (australia),light,0.05,3.0,180.0,Bright light.  Seen for 2-3 min left at high speed.  ((NUFORC Note:  Possible sighting of the ISS&#44 we wonder..  PD)),12/04/2013,-38.166667,144.35,7/03/2013,20:30:00
au,Queensland,brisbane (bay area) (qld&#44 australia),light,0.166666667,10.0,600.0,2 Organe lights&#44 Southern and Eastern horzions.,2/09/2005,-27.47101,153.024292,8/03/2005,23:30:00
au,Queensland,caloundra (australia),circle,0.25,15.0,900.0,Flashing beams in the night. I&#39m scared now.,30/10/2006,-26.797091,153.137711,8/03/2006,0:05:00
au,New South Wales,lennox head (australia),light,0.016666667,1.0,60.0,Orange light/UFO with red spike moving silently,18/03/2014,-28.79311,153.593918,8/03/2014,20:50:00
au,Queensland,ipswich (australia),other,0.0025,0.15,9.0,white shining object in hanging in are,12/06/2008,-27.616667,152.766667,10/05/2008,0:00:00
au,Tasmania,launceston (tas&#44 australia),cross,0.0,0.0,0.0,Object seemed to move at speed and then stop. It was radating a yellow/gold colour.,26/04/1999,-41.438759,147.134674,11/04/1999,2:30:00
au,New South Wales,blacktown (suburb) (australia),triangle,0.001111111,0.066666667,4.0,STRANGE TRIANGLE WITH LIGHT TRAVELLING AT FAST SPEED LOW ALTITUDE AND NO SOUND,16/12/2005,-33.766667,150.916667,1/04/1986,2:00:00
au,Queensland,townsville (australia),light,0.083333333,5.0,300.0,UFO over townsville Australia,16/04/2005,-19.26639,146.805695,1/04/2005,21:45:00
au,South Australia,adelaide  (south australia),disk,0.0,0.0,0.0,Strange red object in the sun while filming an aircraft,27/04/2007,-34.928661,138.598633,1/04/2007,11:11:00
au,New South Wales,sydney (australia),triangle,0.005555556,0.333333333,20.0,Triangular formation of lights moving reasonably low to the ground.,17/04/2008,-33.861481,151.205475,1/04/2008,20:18:00
au,New South Wales,newcastle (australia),formation,0.166666667,10.0,600.0,8 points of light like &amp;quot;stars&amp;quot;. Top four &amp;quot;stars&amp;quot; changing formation from square shape to a triangle shape.,15/05/2013,-32.927792,151.784485,12/04/2013,11:10:00
au,New South Wales,tweed heads (australia),other,0.083333333,5.0,300.0,squar ufo  very brite head light  no noise,27/05/2003,-28.17561,153.542007,14/04/2002,20:40:00
au,Western Australia,perth (australia),triangle,0.333333333,20.0,1200.0,Triangle Sighting in backyard around 12:30 am.  Longer time  than expected watching object.,27/04/2007,-31.95224,115.861397,14/04/2007,0:30:00
au,Queensland,brisbane (qld&#44 australia),changing,10.5,630.0,37800.0,A brilliant blue-white light performs amazing acrobatics for an hour and a half over the city of Brisbane.,16/08/2002,-27.47101,153.024292,15/04/1983,21:00:00
au,Western Australia,perth (australia),sphere,0.001388889,0.083333333,5.0,On a warm fresh morning in the summer of 87 i saw it suspended off the ground approx 1000yrds from me next to a main digital communicat,30/10/2006,-31.95224,115.861397,15/04/1987,5:00:00
au,Western Australia,perth (australia),triangle,0.166666667,10.0,600.0,Triangular object with smaller objects joining with it. 3 witnesses.,15/05/2006,-31.95224,115.861397,15/04/1996,21:30:00
